sample_id,contig,population_id,country,taxon
AN0199-C,2R,CMgam,Cameroon,gambiae
AN0200-C,2R,CMgam,Cameroon,gambiae
AN0201-C,2R,CMgam,Cameroon,gambiae
AN0202-C,2R,CMgam,Cameroon,gambiae
AN0203-C,2R,CMgam,Cameroon,gambiae
AN0204-C,2R,CMgam,Cameroon,gambiae
AN0205-C,2R,CMgam,Cameroon,gambiae
AN0206-C,2R,CMgam,Cameroon,gambiae
AN0207-C,2R,CMgam,Cameroon,gambiae
AN0208-C,2R,CMgam,Cameroon,gambiae
AN0209-C,2R,CMgam,Cameroon,gambiae
AN0210-C,2R,CMgam,Cameroon,gambiae
AN0212-C,2R,CMgam,Cameroon,gambiae
AN0213-C,2R,CMgam,Cameroon,gambiae
AN0214-C,2R,CMgam,Cameroon,gambiae
AN0215-C,2R,CMgam,Cameroon,gambiae
AN0217-C,2R,CMgam,Cameroon,gambiae
AN0218-C,2R,CMgam,Cameroon,gambiae
AN0219-C,2R,CMgam,Cameroon,gambiae
AN0220-C,2R,CMgam,Cameroon,gambiae
AN0221-C,2R,CMgam,Cameroon,gambiae
AN0222-C,2R,CMgam,Cameroon,gambiae
AN0223-C,2R,CMgam,Cameroon,gambiae
AN0224-C,2R,CMgam,Cameroon,gambiae
AN0225-C,2R,CMgam,Cameroon,gambiae
AN0226-C,2R,CMgam,Cameroon,gambiae
AN0227-C,2R,CMgam,Cameroon,gambiae
AN0228-C,2R,CMgam,Cameroon,gambiae
AN0229-C,2R,CMgam,Cameroon,gambiae
AN0230-C,2R,CMgam,Cameroon,gambiae
AN0231-C,2R,CMgam,Cameroon,gambiae
AN0232-C,2R,CMgam,Cameroon,gambiae
AN0233-C,2R,CMgam,Cameroon,gambiae
AN0234-C,2R,CMgam,Cameroon,gambiae
AN0235-C,2R,CMgam,Cameroon,gambiae
AN0236-C,2R,CMgam,Cameroon,gambiae
AN0237-C,2R,CMgam,Cameroon,gambiae
AN0238-C,2R,CMgam,Cameroon,gambiae
AN0239-C,2R,CMgam,Cameroon,gambiae
AN0240-C,2R,CMgam,Cameroon,gambiae
AN0241-C,2R,CMgam,Cameroon,gambiae
AN0242-C,2R,CMgam,Cameroon,gambiae
AN0243-C,2R,CMgam,Cameroon,gambiae
AN0244-C,2R,CMgam,Cameroon,gambiae
AN0245-C,2R,CMgam,Cameroon,gambiae
AN0246-C,2R,CMgam,Cameroon,gambiae
AN0247-C,2R,CMgam,Cameroon,gambiae
AN0248-C,2R,CMgam,Cameroon,gambiae
AN0250-C,2R,CMgam,Cameroon,gambiae
AN0251-C,2R,CMgam,Cameroon,gambiae
AN0252-C,2R,CMgam,Cameroon,gambiae
AN0253-C,2R,CMgam,Cameroon,gambiae
AN0254-C,2R,CMgam,Cameroon,gambiae
AN0255-C,2R,CMgam,Cameroon,gambiae
AN0256-C,2R,CMgam,Cameroon,gambiae
AN0258-C,2R,CMgam,Cameroon,gambiae
AN0259-C,2R,CMgam,Cameroon,gambiae
AN0260-C,2R,CMgam,Cameroon,gambiae
AN0261-C,2R,CMgam,Cameroon,gambiae
AN0262-C,2R,CMgam,Cameroon,gambiae
AN0263-C,2R,CMgam,Cameroon,gambiae
AN0264-C,2R,CMgam,Cameroon,gambiae
AN0265-C,2R,CMgam,Cameroon,gambiae
AN0266-C,2R,CMgam,Cameroon,gambiae
AN0267-C,2R,CMgam,Cameroon,gambiae
AN0268-C,2R,CMgam,Cameroon,gambiae
AN0269-C,2R,CMgam,Cameroon,gambiae
AN0270-C,2R,CMgam,Cameroon,gambiae
AN0271-C,2R,CMgam,Cameroon,gambiae
AN0272-C,2R,CMgam,Cameroon,gambiae
AN0275-C,2R,CMgam,Cameroon,gambiae
AN0276-C,2R,CMgam,Cameroon,gambiae
AN0277-C,2R,CMgam,Cameroon,gambiae
AN0278-C,2R,CMgam,Cameroon,gambiae
AN0279-C,2R,CMgam,Cameroon,gambiae
AN0280-C,2R,CMgam,Cameroon,gambiae
AN0281-C,2R,CMgam,Cameroon,gambiae
AN0282-C,2R,CMgam,Cameroon,gambiae
AN0283-C,2R,CMgam,Cameroon,gambiae
AN0284-C,2R,CMgam,Cameroon,gambiae
AN0285-C,2R,CMgam,Cameroon,gambiae
AN0286-C,2R,CMgam,Cameroon,gambiae
AN0287-C,2R,CMgam,Cameroon,gambiae
AN0288-C,2R,CMgam,Cameroon,gambiae
AN0289-C,2R,CMgam,Cameroon,gambiae
AN0290-C,2R,CMgam,Cameroon,gambiae
AN0291-C,2R,CMgam,Cameroon,gambiae
AN0292-C,2R,CMgam,Cameroon,gambiae
AN0293-C,2R,CMgam,Cameroon,gambiae
AN0294-C,2R,CMgam,Cameroon,gambiae
AN0295-C,2R,CMgam,Cameroon,gambiae
AN0296-C,2R,CMgam,Cameroon,gambiae
AN0297-C,2R,CMgam,Cameroon,gambiae
AN0298-C,2R,CMgam,Cameroon,gambiae
AN0299-C,2R,CMgam,Cameroon,gambiae
AN0300-C,2R,CMgam,Cameroon,gambiae
AN0301-C,2R,CMgam,Cameroon,gambiae
AN0302-C,2R,CMgam,Cameroon,gambiae
AN0303-C,2R,CMgam,Cameroon,gambiae
AN0304-C,2R,CMgam,Cameroon,gambiae
AN0305-C,2R,CMgam,Cameroon,gambiae
AN0306-C,2R,CMgam,Cameroon,gambiae
AN0307-C,2R,CMgam,Cameroon,gambiae
AN0308-C,2R,CMgam,Cameroon,gambiae
AN0309-C,2R,CMgam,Cameroon,gambiae
AN0310-C,2R,CMgam,Cameroon,gambiae
AN0311-C,2R,CMgam,Cameroon,gambiae
AN0312-C,2R,CMgam,Cameroon,gambiae
AN0313-C,2R,CMgam,Cameroon,gambiae
AN0314-C,2R,CMgam,Cameroon,gambiae
AN0315-C,2R,CMgam,Cameroon,gambiae
AN0316-C,2R,CMgam,Cameroon,gambiae
AN0317-C,2R,CMgam,Cameroon,gambiae
AN0318-C,2R,CMgam,Cameroon,gambiae
AN0319-C,2R,CMgam,Cameroon,gambiae
AN0320-C,2R,CMgam,Cameroon,gambiae
AN0321-C,2R,CMgam,Cameroon,gambiae
AP0002-C,2R,FRgam,France,gambiae
AP0005-C,2R,FRgam,France,gambiae
AP0006-C,2R,FRgam,France,gambiae
AP0007-C,2R,FRgam,France,gambiae
AP0008-C,2R,FRgam,France,gambiae
AP0009-C,2R,FRgam,France,gambiae
AP0010-C,2R,FRgam,France,gambiae
AP0011-C,2R,FRgam,France,gambiae
AP0014-C,2R,FRgam,France,gambiae
AP0017-C,2R,FRgam,France,gambiae
AP0018-C,2R,FRgam,France,gambiae
AP0019-C,2R,FRgam,France,gambiae
AP0020-C,2R,FRgam,France,gambiae
AP0021-C,2R,FRgam,France,gambiae
AP0022-C,2R,FRgam,France,gambiae
AP0023-C,2R,FRgam,France,gambiae
AP0024-C,2R,FRgam,France,gambiae
AP0025-C,2R,FRgam,France,gambiae
AP0030-C,2R,FRgam,France,gambiae
AP0031-C,2R,FRgam,France,gambiae
AP0032-C,2R,FRgam,France,gambiae
AP0033-C,2R,FRgam,France,gambiae
AP0034-C,2R,FRgam,France,gambiae
AP0035-C,2R,FRgam,France,gambiae
AQ0001-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0002-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0004-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0005-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0011-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0012-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0013-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0014-C,2R,GQgam,Equatorial Guinea,gambiae
AQ0015-C,2R,GQgam,Equatorial Guinea,gambiae
AR0001-C,2R,AOcol,Angola,coluzzii
AR0007-C,2R,AOcol,Angola,coluzzii
AR0008-C,2R,AOcol,Angola,coluzzii
AR0009-C,2R,AOcol,Angola,coluzzii
AR0010-C,2R,AOcol,Angola,coluzzii
AR0011-C,2R,AOcol,Angola,coluzzii
AR0012-C,2R,AOcol,Angola,coluzzii
AR0013-C,2R,AOcol,Angola,coluzzii
AR0014-C,2R,AOcol,Angola,coluzzii
AR0015-C,2R,AOcol,Angola,coluzzii
AR0016-C,2R,AOcol,Angola,coluzzii
AR0017-C,2R,AOcol,Angola,coluzzii
AR0018-C,2R,AOcol,Angola,coluzzii
AR0019-C,2R,AOcol,Angola,coluzzii
AR0020-C,2R,AOcol,Angola,coluzzii
AR0021-C,2R,AOcol,Angola,coluzzii
AR0022-C,2R,AOcol,Angola,coluzzii
AR0023-C,2R,AOcol,Angola,coluzzii
AR0024-C,2R,AOcol,Angola,coluzzii
AR0026-C,2R,AOcol,Angola,coluzzii
AR0027-C,2R,AOcol,Angola,coluzzii
AR0034-C,2R,AOcol,Angola,coluzzii
AR0035-C,2R,AOcol,Angola,coluzzii
AR0036-C,2R,AOcol,Angola,coluzzii
AR0038-C,2R,AOcol,Angola,coluzzii
AR0040-C,2R,AOcol,Angola,coluzzii
AR0042-C,2R,AOcol,Angola,coluzzii
AR0043-C,2R,AOcol,Angola,coluzzii
AR0044-C,2R,AOcol,Angola,coluzzii
AR0045-C,2R,AOcol,Angola,coluzzii
AR0046-C,2R,AOcol,Angola,coluzzii
AR0047-C,2R,AOcol,Angola,coluzzii
AR0048-C,2R,AOcol,Angola,coluzzii
AR0049-C,2R,AOcol,Angola,coluzzii
AR0050-C,2R,AOcol,Angola,coluzzii
AR0051-C,2R,AOcol,Angola,coluzzii
AR0052-C,2R,AOcol,Angola,coluzzii
AR0053-C,2R,AOcol,Angola,coluzzii
AR0054-C,2R,AOcol,Angola,coluzzii
AR0057-C,2R,AOcol,Angola,coluzzii
AR0059-C,2R,AOcol,Angola,coluzzii
AR0060-C,2R,AOcol,Angola,coluzzii
AR0061-C,2R,AOcol,Angola,coluzzii
AR0062-C,2R,AOcol,Angola,coluzzii
AR0063-C,2R,AOcol,Angola,coluzzii
AR0064-C,2R,AOcol,Angola,coluzzii
AR0065-C,2R,AOcol,Angola,coluzzii
AR0066-C,2R,AOcol,Angola,coluzzii
AR0069-C,2R,AOcol,Angola,coluzzii
AR0070-C,2R,AOcol,Angola,coluzzii
AR0071-C,2R,AOcol,Angola,coluzzii
AR0072-C,2R,AOcol,Angola,coluzzii
AR0073-C,2R,AOcol,Angola,coluzzii
AR0074-C,2R,AOcol,Angola,coluzzii
AR0075-C,2R,AOcol,Angola,coluzzii
AR0076-C,2R,AOcol,Angola,coluzzii
AR0077-C,2R,AOcol,Angola,coluzzii
AR0078-C,2R,AOcol,Angola,coluzzii
AR0079-C,2R,AOcol,Angola,coluzzii
AR0080-C,2R,AOcol,Angola,coluzzii
AR0081-C,2R,AOcol,Angola,coluzzii
AR0082-C,2R,AOcol,Angola,coluzzii
AR0083-C,2R,AOcol,Angola,coluzzii
AR0084-C,2R,AOcol,Angola,coluzzii
AR0085-C,2R,AOcol,Angola,coluzzii
AR0086-C,2R,AOcol,Angola,coluzzii
AR0087-C,2R,AOcol,Angola,coluzzii
AR0088-C,2R,AOcol,Angola,coluzzii
AR0089-C,2R,AOcol,Angola,coluzzii
AR0090-C,2R,AOcol,Angola,coluzzii
AR0092-C,2R,AOcol,Angola,coluzzii
AR0093-C,2R,AOcol,Angola,coluzzii
AR0095-C,2R,AOcol,Angola,coluzzii
AR0096-C,2R,AOcol,Angola,coluzzii
AR0097-C,2R,AOcol,Angola,coluzzii
AR0098-C,2R,AOcol,Angola,coluzzii
AR0099-C,2R,AOcol,Angola,coluzzii
AR0100-C,2R,AOcol,Angola,coluzzii
AS0001-C,2R,GAgam,Gabon,gambiae
AS0002-C,2R,GAgam,Gabon,gambiae
AS0003-C,2R,GAgam,Gabon,gambiae
AS0004-C,2R,GAgam,Gabon,gambiae
AS0005-C,2R,GAgam,Gabon,gambiae
AS0006-C,2R,GAgam,Gabon,gambiae
AS0007-C,2R,GAgam,Gabon,gambiae
AS0008-C,2R,GAgam,Gabon,gambiae
AS0009-C,2R,GAgam,Gabon,gambiae
AS0010-C,2R,GAgam,Gabon,gambiae
AS0011-C,2R,GAgam,Gabon,gambiae
AS0012-C,2R,GAgam,Gabon,gambiae
AS0013-C,2R,GAgam,Gabon,gambiae
AS0014-C,2R,GAgam,Gabon,gambiae
AS0015-C,2R,GAgam,Gabon,gambiae
AS0016-C,2R,GAgam,Gabon,gambiae
AS0017-C,2R,GAgam,Gabon,gambiae
AS0018-C,2R,GAgam,Gabon,gambiae
AS0019-C,2R,GAgam,Gabon,gambiae
AS0020-C,2R,GAgam,Gabon,gambiae
AS0021-C,2R,GAgam,Gabon,gambiae
AS0022-C,2R,GAgam,Gabon,gambiae
AS0024-C,2R,GAgam,Gabon,gambiae
AS0025-C,2R,GAgam,Gabon,gambiae
AS0026-C,2R,GAgam,Gabon,gambiae
AS0027-C,2R,GAgam,Gabon,gambiae
AS0028-C,2R,GAgam,Gabon,gambiae
AS0029-C,2R,GAgam,Gabon,gambiae
AS0030-C,2R,GAgam,Gabon,gambiae
AS0032-C,2R,GAgam,Gabon,gambiae
AS0033-C,2R,GAgam,Gabon,gambiae
AS0034-C,2R,GAgam,Gabon,gambiae
AS0035-C,2R,GAgam,Gabon,gambiae
AS0036-C,2R,GAgam,Gabon,gambiae
AS0037-C,2R,GAgam,Gabon,gambiae
AS0039-C,2R,GAgam,Gabon,gambiae
AS0040-C,2R,GAgam,Gabon,gambiae
AS0041-C,2R,GAgam,Gabon,gambiae
AS0042-C,2R,GAgam,Gabon,gambiae
AS0044-C,2R,GAgam,Gabon,gambiae
AS0045-C,2R,GAgam,Gabon,gambiae
AS0046-C,2R,GAgam,Gabon,gambiae
AS0047-C,2R,GAgam,Gabon,gambiae
AS0048-C,2R,GAgam,Gabon,gambiae
AS0049-C,2R,GAgam,Gabon,gambiae
AS0051-C,2R,GAgam,Gabon,gambiae
AS0052-C,2R,GAgam,Gabon,gambiae
AS0053-C,2R,GAgam,Gabon,gambiae
AS0054-C,2R,GAgam,Gabon,gambiae
AS0055-C,2R,GAgam,Gabon,gambiae
AS0056-C,2R,GAgam,Gabon,gambiae
AS0057-C,2R,GAgam,Gabon,gambiae
AS0058-C,2R,GAgam,Gabon,gambiae
AS0059-C,2R,GAgam,Gabon,gambiae
AS0060-C,2R,GAgam,Gabon,gambiae
AS0062-C,2R,GAgam,Gabon,gambiae
AS0064-C,2R,GAgam,Gabon,gambiae
AS0065-C,2R,GAgam,Gabon,gambiae
AS0066-C,2R,GAgam,Gabon,gambiae
AS0068-C,2R,GAgam,Gabon,gambiae
AS0069-C,2R,GAgam,Gabon,gambiae
AS0070-C,2R,GAgam,Gabon,gambiae
AS0071-C,2R,GAgam,Gabon,gambiae
AS0072-C,2R,GAgam,Gabon,gambiae
AS0073-C,2R,GAgam,Gabon,gambiae
AS0074-C,2R,GAgam,Gabon,gambiae
AS0076-C,2R,GAgam,Gabon,gambiae
AS0077-C,2R,GAgam,Gabon,gambiae
AS0078-C,2R,GAgam,Gabon,gambiae
AV0001-C,2R,GNgam,Guinea,gambiae
AV0002-C,2R,GNgam,Guinea,gambiae
AV0003-C,2R,GNgam,Guinea,gambiae
AV0004-C,2R,GNgam,Guinea,gambiae
AV0005-C,2R,GNgam,Guinea,gambiae
AV0006-C,2R,GNgam,Guinea,gambiae
AV0007-C,2R,GNgam,Guinea,gambiae
AV0008-C,2R,GNgam,Guinea,gambiae
AV0009-C,2R,GNgam,Guinea,gambiae
AV0010-C,2R,GNgam,Guinea,gambiae
AV0011-C,2R,GNgam,Guinea,gambiae
AV0012-C,2R,GNgam,Guinea,gambiae
AV0013-C,2R,GNgam,Guinea,gambiae
AV0014-C,2R,GNgam,Guinea,gambiae
AV0015-C,2R,GNgam,Guinea,gambiae
AV0017-C,2R,GNgam,Guinea,gambiae
AV0018-C,2R,GNgam,Guinea,gambiae
AV0020-C,2R,GNgam,Guinea,gambiae
AV0021-C,2R,GNgam,Guinea,gambiae
AV0022-C,2R,GNgam,Guinea,gambiae
AV0024-C,2R,GNgam,Guinea,gambiae
AV0025-C,2R,GNgam,Guinea,gambiae
AV0026-C,2R,GNgam,Guinea,gambiae
AV0027-C,2R,GNgam,Guinea,gambiae
AV0028-C,2R,GNgam,Guinea,gambiae
AV0029-C,2R,GNgam,Guinea,gambiae
AV0030-C,2R,GNgam,Guinea,gambiae
AV0031-C,2R,GNgam,Guinea,gambiae
AV0032-C,2R,GNgam,Guinea,gambiae
AV0033-C,2R,GNgam,Guinea,gambiae
AV0034-C,2R,GNgam,Guinea,gambiae
AV0035-C,2R,GNgam,Guinea,gambiae
AV0036-C,2R,GNgam,Guinea,gambiae
AV0037-C,2R,GNgam,Guinea,gambiae
AV0038-C,2R,GNcol,Guinea,coluzzii
AV0039-C,2R,GNgam,Guinea,gambiae
AV0040-C,2R,GNcol,Guinea,coluzzii
AV0041-C,2R,GNgam,Guinea,gambiae
AV0042-C,2R,GNcol,Guinea,coluzzii
AV0043-C,2R,GNgam,Guinea,gambiae
AV0044-C,2R,GNgam,Guinea,gambiae
AV0045-C,2R,GNgam,Guinea,gambiae
AV0046-C,2R,GNcol,Guinea,coluzzii
AV0047-C,2R,GNgam,Guinea,gambiae
AY0006-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0007-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0010-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0011-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0012-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0013-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0015-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0016-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0017-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0018-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0019-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0020-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0021-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0023-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0024-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0025-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0026-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0027-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0029-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0031-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0032-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0033-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0034-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0035-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0036-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0038-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0039-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0040-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0041-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0042-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0043-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0045-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0046-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0047-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0048-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0049-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0050-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0052-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0053-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0054-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0055-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0056-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0057-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0058-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0059-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0060-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0061-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0062-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0063-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0064-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0065-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0066-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0067-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0068-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0069-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0070-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0072-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0074-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0076-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0077-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0078-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0079-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0080-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0082-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0083-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0085-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0087-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0088-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0089-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0090-C,2R,CIcol,Cote d'Ivoire,coluzzii
AY0091-C,2R,CIcol,Cote d'Ivoire,coluzzii
AA0040-C,2L,GHcol,Ghana,coluzzii
AA0041-C,2L,GHcol,Ghana,coluzzii
AA0042-C,2L,GHcol,Ghana,coluzzii
AA0043-C,2L,GHcol,Ghana,coluzzii
AA0044-C,2L,GHcol,Ghana,coluzzii
AA0048-C,2L,GHgam,Ghana,gambiae
AA0049-C,2L,GHcol,Ghana,coluzzii
AA0050-C,2L,GHgam,Ghana,gambiae
AA0051-C,2L,GHcol,Ghana,coluzzii
AA0052-C,2L,GHcol,Ghana,coluzzii
AA0053-C,2L,GHcol,Ghana,coluzzii
AA0054-C,2L,GHcol,Ghana,coluzzii
AA0055-C,2L,GHcol,Ghana,coluzzii
AA0056-C,2L,GHcol,Ghana,coluzzii
AA0060-C,2L,GHgam,Ghana,gambiae
AA0061-C,2L,GHgam,Ghana,gambiae
AA0063-C,2L,GHcol,Ghana,coluzzii
AA0064-C,2L,GHcol,Ghana,coluzzii
AA0066-C,2L,GHcol,Ghana,coluzzii
AA0067-C,2L,GHcol,Ghana,coluzzii
AA0068-C,2L,GHcol,Ghana,coluzzii
AA0072-C,2L,GHgam,Ghana,gambiae
AA0073-C,2L,GHcol,Ghana,coluzzii
AA0074-C,2L,GHcol,Ghana,coluzzii
AA0075-C,2L,GHcol,Ghana,coluzzii
AA0076-C,2L,GHcol,Ghana,coluzzii
AA0077-C,2L,GHcol,Ghana,coluzzii
AA0080-C,2L,GHcol,Ghana,coluzzii
AA0084-C,2L,GHgam,Ghana,gambiae
AA0085-C,2L,GHgam,Ghana,gambiae
AA0086-C,2L,GHgam,Ghana,gambiae
AA0087-C,2L,GHcol,Ghana,coluzzii
AA0088-C,2L,GHcol,Ghana,coluzzii
AA0089-C,2L,GHcol,Ghana,coluzzii
AA0090-C,2L,GHcol,Ghana,coluzzii
AA0091-C,2L,GHcol,Ghana,coluzzii
AA0096-C,2L,GHgam,Ghana,gambiae
AA0097-C,2L,GHcol,Ghana,coluzzii
AA0098-C,2L,GHcol,Ghana,coluzzii
AA0099-C,2L,GHcol,Ghana,coluzzii
AA0100-C,2L,GHcol,Ghana,coluzzii
AA0101-C,2L,GHcol,Ghana,coluzzii
AA0102-C,2L,GHcol,Ghana,coluzzii
AA0103-C,2L,GHcol,Ghana,coluzzii
AA0104-C,2L,GHcol,Ghana,coluzzii
AA0107-C,2L,GHcol,Ghana,coluzzii
AA0108-C,2L,GHgam,Ghana,gambiae
AA0109-C,2L,GHcol,Ghana,coluzzii
AA0110-C,2L,GHcol,Ghana,coluzzii
AA0111-C,2L,GHcol,Ghana,coluzzii
AA0113-C,2L,GHcol,Ghana,coluzzii
AA0114-C,2L,GHcol,Ghana,coluzzii
AA0115-C,2L,GHcol,Ghana,coluzzii
AA0116-C,2L,GHcol,Ghana,coluzzii
AA0122-C,2L,GHgam,Ghana,gambiae
AA0123-C,2L,GHcol,Ghana,coluzzii
AA0124-C,2L,GHcol,Ghana,coluzzii
AA0125-C,2L,GHcol,Ghana,coluzzii
AA0127-C,2L,GHcol,Ghana,coluzzii
AA0132-C,2L,GHcol,Ghana,coluzzii
AA0133-C,2L,GHgam,Ghana,gambiae
AA0134-C,2L,GHcol,Ghana,coluzzii
AA0135-C,2L,GHcol,Ghana,coluzzii
AA0136-C,2L,GHcol,Ghana,coluzzii
AA0139-C,2L,GHcol,Ghana,coluzzii
AA0140-C,2L,GHcol,Ghana,coluzzii
AA0141-C,2L,GHcol,Ghana,coluzzii
AB0085-C,2L,BFgam,Burkina Faso,gambiae
AB0087-C,2L,BFcol,Burkina Faso,coluzzii
AB0088-C,2L,BFcol,Burkina Faso,coluzzii
AB0089-C,2L,BFcol,Burkina Faso,coluzzii
AB0090-C,2L,BFcol,Burkina Faso,coluzzii
AB0091-C,2L,BFcol,Burkina Faso,coluzzii
AB0092-C,2L,BFcol,Burkina Faso,coluzzii
AB0094-C,2L,BFcol,Burkina Faso,coluzzii
AB0095-C,2L,BFcol,Burkina Faso,coluzzii
AB0097-C,2L,BFcol,Burkina Faso,coluzzii
AB0098-C,2L,BFcol,Burkina Faso,coluzzii
AB0099-C,2L,BFcol,Burkina Faso,coluzzii
AB0100-C,2L,BFcol,Burkina Faso,coluzzii
AB0101-C,2L,BFcol,Burkina Faso,coluzzii
AB0103-C,2L,BFgam,Burkina Faso,gambiae
AB0104-C,2L,BFgam,Burkina Faso,gambiae
AB0108-C,2L,BFgam,Burkina Faso,gambiae
AB0109-C,2L,BFcol,Burkina Faso,coluzzii
AB0110-C,2L,BFcol,Burkina Faso,coluzzii
AB0111-C,2L,BFcol,Burkina Faso,coluzzii
AB0112-C,2L,BFcol,Burkina Faso,coluzzii
AB0113-C,2L,BFcol,Burkina Faso,coluzzii
AB0114-C,2L,BFcol,Burkina Faso,coluzzii
AB0115-C,2L,BFcol,Burkina Faso,coluzzii
AB0117-C,2L,BFgam,Burkina Faso,gambiae
AB0118-C,2L,BFgam,Burkina Faso,gambiae
AB0119-C,2L,BFgam,Burkina Faso,gambiae
AB0122-C,2L,BFcol,Burkina Faso,coluzzii
AB0123-C,2L,BFcol,Burkina Faso,coluzzii
AB0124-C,2L,BFcol,Burkina Faso,coluzzii
AB0126-C,2L,BFgam,Burkina Faso,gambiae
AB0127-C,2L,BFgam,Burkina Faso,gambiae
AB0128-C,2L,BFgam,Burkina Faso,gambiae
AB0129-C,2L,BFgam,Burkina Faso,gambiae
AB0130-C,2L,BFgam,Burkina Faso,gambiae
AB0133-C,2L,BFgam,Burkina Faso,gambiae
AB0134-C,2L,BFgam,Burkina Faso,gambiae
AB0135-C,2L,BFgam,Burkina Faso,gambiae
AB0136-C,2L,BFgam,Burkina Faso,gambiae
AB0137-C,2L,BFcol,Burkina Faso,coluzzii
AB0138-C,2L,BFcol,Burkina Faso,coluzzii
AB0139-C,2L,BFcol,Burkina Faso,coluzzii
AB0140-C,2L,BFcol,Burkina Faso,coluzzii
AB0142-C,2L,BFcol,Burkina Faso,coluzzii
AB0143-C,2L,BFgam,Burkina Faso,gambiae
AB0145-C,2L,BFgam,Burkina Faso,gambiae
AB0146-C,2L,BFgam,Burkina Faso,gambiae
