sample_id,ox_code,src_code,population,country,location,site,contributor,contact,year,m_s,sex,n_sequences,mean_coverage,ebi_sample_acc,latitude,longitude,sample_set,taxon,phase2_population,primary_taxon,year_original,year_numeric,taxon_marker_based_handoff,primary_taxon_marker_based_handoff,population_id,population_id_source,population_defined,sex_normalized,known_male_for_x_fallback
AB0094-C,AB0094-C,BF3-17,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,94712888,31.76,ERS224057,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0095-C,AB0095-C,BF4-1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,102184952,32.91,ERS224021,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0097-C,AB0097-C,BF4-5,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,123867582,38.21,ERS224030,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0098-C,AB0098-C,BF4-6,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,111579866,35.09,ERS223999,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0099-C,AB0099-C,BF6-1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,101764662,30.27,ERS223941,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0100-C,AB0100-C,BF6-2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,112109710,32.21,ERS224020,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0101-C,AB0101-C,BF6-3,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,102477906,28.86,ERS223977,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0109-C,AB0109-C,BF9-1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,111138116,33.2,ERS223925,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0110-C,AB0110-C,BF9-2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,158505714,49.59,ERS224009,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0111-C,AB0111-C,BF9-3,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,92577574,30.3,ERS224056,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0112-C,AB0112-C,BF3-18,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,114628046,36.49,ERS224015,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0113-C,AB0113-C,BF3-19,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,105726174,30.8,ERS223984,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0114-C,AB0114-C,BF4-7,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,163544496,51.5,ERS224023,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0115-C,AB0115-C,BF4-8,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,131902346,42.35,ERS224774,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0122-C,AB0122-C,BF3-26,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,M,91622016,29.02,ERS224064,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0123-C,AB0123-C,BF3-27,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,M,108346680,34.77,ERS224045,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0124-C,AB0124-C,BF3-28,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,M,96687784,30.26,ERS224044,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0137-C,AB0137-C,BF2-18,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,107119658,35.51,ERS224008,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0138-C,AB0138-C,BF2-19,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,104224064,32.09,ERS224006,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0139-C,AB0139-C,BF2-20,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,101147414,31.42,ERS223955,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0140-C,AB0140-C,BF2-21,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,110728572,35.79,ERS223963,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0142-C,AB0142-C,BF2-23,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,89204824,30.31,ERS223982,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0181-C,AB0181-C,BFBana_4_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,112794312,36.11,ERS223761,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0182-C,AB0182-C,BFBana_4_3,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,99125704,31.73,ERS223922,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0183-C,AB0183-C,BFBana5_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,89894120,26.15,ERS223994,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0184-C,AB0184-C,BFBana_5_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,91623478,28.16,ERS223843,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0185-C,AB0185-C,BFBana_6_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,101581056,33.31,ERS223844,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0186-C,AB0186-C,BFBana_6_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,90639292,29.07,ERS223938,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0187-C,AB0187-C,BFBana_7_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,115130040,32.22,ERS223971,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0188-C,AB0188-C,BFBana_7_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,95156528,25.77,ERS223923,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0189-C,AB0189-C,BFBana_8_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,127537108,39.82,ERS223794,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0190-C,AB0190-C,BFBana_8_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,117604304,37.99,ERS223749,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0191-C,AB0191-C,BFBana_17_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,106976592,35.04,ERS224078,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0192-C,AB0192-C,BFBana_17_3,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,106240586,34,ERS223933,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0195-C,AB0195-C,BFBana_19_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,41856482,13.8,ERS223840,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0196-C,AB0196-C,BFBana_19_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,109112972,33.59,ERS224007,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0204-C,AB0204-C,BFPala_58_1,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,111830668,37.24,ERS223946,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0209-C,AB0209-C,BFBana_14_1,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,118043738,37.96,ERS223861,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0210-C,AB0210-C,BFBana_14_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,158865480,48.94,ERS223873,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0212-C,AB0212-C,BFBana_16_2,BFcol,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,M,F,97935414,32.14,ERS223909,11.233,-4.472,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0213-C,AB0213-C,BFSour_59_3,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,114895884,34.58,ERS223756,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0215-C,AB0215-C,BFSour_46_2,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,118636076,39.5,ERS223778,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0219-C,AB0219-C,BFSour_54_3,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,107259160,34.45,ERS223910,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0221-C,AB0221-C,BFSour_55_2,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,109793482,33.19,ERS223757,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0222-C,AB0222-C,BFSour_55_3,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,110084314,32.55,ERS223990,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0223-C,AB0223-C,BFSour_56_1,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,108350646,35.16,ERS223867,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0224-C,AB0224-C,BFSour_57_1,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,118980508,39.27,ERS223804,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0226-C,AB0226-C,BFSour_57_3,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,105094584,33.6,ERS223818,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0227-C,AB0227-C,BF11-2,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,94146816,29.37,ERS223934,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0229-C,AB0229-C,BF11-4,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,96591894,32.44,ERS223951,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0234-C,AB0234-C,BF11-10,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,76022042,25.05,ERS224096,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0237-C,AB0237-C,BF11-13,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,99769250,32.98,ERS224094,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0240-C,AB0240-C,BF11-16,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,79660228,26.51,ERS224169,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0242-C,AB0242-C,BF11-18,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,102262548,32.98,ERS224285,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0243-C,AB0243-C,BF11-19,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,87718744,28.93,ERS224221,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0246-C,AB0246-C,BF11-22,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,109148156,35.09,ERS224254,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0247-C,AB0247-C,BF11-23,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,36592958,12.74,ERS224110,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0248-C,AB0248-C,BF11-25,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,131578688,41.29,ERS224785,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0249-C,AB0249-C,BF11-26,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,72728612,24.17,ERS224162,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0250-C,AB0250-C,BF11-27,BFcol,Burkina Faso,,Souroukoudinga,Austin Burt,Sam O'Loughlin,2012,M,F,85271154,27.1,ERS224213,11.235,-4.535,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0257-C,AB0257-C,BF12-4,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,112350788,36.13,ERS224174,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0258-C,AB0258-C,BF12-5,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,87932222,29.29,ERS224238,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0262-C,AB0262-C,BF12-9,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,90283140,29.46,ERS224210,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0263-C,AB0263-C,BF12-10,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,87614236,28.72,ERS224223,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0266-C,AB0266-C,BF12-15,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,145191910,46.26,ERS224782,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0267-C,AB0267-C,BF12-16,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,105273054,31.58,ERS224228,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0276-C,AB0276-C,BF12-27,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,99259424,31.57,ERS224319,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0279-C,AB0279-C,BF12-30,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,114180260,36.98,ERS224190,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0282-C,AB0282-C,BF12-33,BFcol,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,M,F,126481642,33.21,ERS224181,11.15,-4.235,AG1000G-PHASE2-AR1,coluzzii,BFcol,TRUE,2012,2012,coluzzii,TRUE,BFcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0085-C,AB0085-C,BF2-4,BFgam,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,S,F,89905852,28.01,ERS223996,11.15,-4.235,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0103-C,AB0103-C,BF6-7,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,F,105747410,31.85,ERS223970,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0104-C,AB0104-C,BF6-8,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,F,110651954,33.23,ERS223976,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0108-C,AB0108-C,BF7-5,BFgam,Burkina Faso,,Pala,Austin Burt,Sam O'Loughlin,2012,S,F,111394400,12.01,ERS223919,11.15,-4.235,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AB0117-C,AB0117-C,BF3-21,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,78682840,24.3,ERS224010,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0118-C,AB0118-C,BF3-22,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,108521494,34.57,ERS224059,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0119-C,AB0119-C,BF3-23,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,86522242,26.69,ERS224017,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0126-C,AB0126-C,BF3-30,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,73519888,22.76,ERS224079,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0127-C,AB0127-C,BF3-31,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,100242720,30.3,ERS224775,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0128-C,AB0128-C,BF3-32,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,98882614,30.44,ERS224011,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
AB0129-C,AB0129-C,BF3-33,BFgam,Burkina Faso,,Bana,Austin Burt,Sam O'Loughlin,2012,S,M,86478500,27.21,ERS224050,11.233,-4.472,AG1000G-PHASE2-AR1,gambiae,BFgam,TRUE,2012,2012,gambiae,TRUE,BFgam,PHASE2_RELEASE_POPULATION,TRUE,m,TRUE
