sample_id,sample_set,country,location,year,month,latitude,longitude,sex_call,taxon,population_code,snp_genotypes_vcf,metadata_source
AA0116-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0116-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0120-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0120-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0123-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0123-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0124-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0124-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0125-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0125-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0126-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0126-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0127-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0127-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0128-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0128-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0132-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0132-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0134-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0134-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0135-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0135-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0136-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0136-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0138-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0138-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0139-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0139-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0140-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0140-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0141-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,coluzzii,GHcol,https://cog.sanger.ac.uk/vo_agam_output/AA0141-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0038-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0038-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0040-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0040-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0042-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0042-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0046-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0046-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0149-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0149-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0161-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0161-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0173-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0173-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0207-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0207-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0209-CW,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0209-CW.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0220-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0220-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0232-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,coluzzii,GNcol,https://cog.sanger.ac.uk/vo_agam_output/AV0232-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0236-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0236-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0237-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0237-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0241-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0241-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0243-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0243-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0245-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0245-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0248-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0248-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0249-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0249-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0253-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0253-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0254-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0254-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0255-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0255-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0262-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0262-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0265-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0265-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0268-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0268-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0275-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0275-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0278-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0278-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0280-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0280-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0285-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0285-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0292-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0292-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0293-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0293-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0297-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0297-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0303-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0303-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0304-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0304-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0305-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0305-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0308-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0308-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0320-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0320-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0323-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AV0323-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0268-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0268-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0269-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0269-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0270-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0270-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0271-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0271-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0272-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0272-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0273-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0273-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0274-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0274-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0275-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0275-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0276-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0276-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0277-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0277-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0278-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0278-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0280-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0280-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0281-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0281-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0282-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0282-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0284-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0284-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0287-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0287-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0289-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0289-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0290-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0290-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AZ0291-C,Ag3.0-WestAfrica-Caputo2024,Mali,,,,,,,coluzzii,MAcol,https://cog.sanger.ac.uk/vo_agam_output/AZ0291-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
